fonte,coletado_em,posto_id,nome,uf_fonte,cidade_fonte,bairro,endereco,cep,telefones,email,site,contato,horario,segmento
roland,2026-09-06,roland-7319d50a91,HTEC COMÉRCIO E SERVIÇOS,RN,Natal,,"Av. Prudente De Morais, 6478 - Candelária",59065-500,8420208080,flaviohtec@gmail.com,,,,
roland,2026-09-06,roland-c26a96c04d,HOME IMPORTS,RO,Porto Velho,,"Rua João Goulart, Nº 2081, São Cristóvão, Porto Velho – Rondônia",76894-034,6984229090|6992328699,assistenciatecnicacameras@gmail.com,,,,
roland,2026-09-06,roland-4e54f11f48,CEGRA ELETRÔNICA,RS,Gravataí,,"Av.Dorival Cândido Luz de Oliveira, 489 - Centro",,5130422830,cegrars@yahoo.com.br,,,,
roland,2026-09-06,roland-9344f3b4a3,CLIMASTER,RS,Gravataí,,"Av. Ângelo Bolsom, 430 - Duque de Caixias",97070-000,5530257963,veni2k2@hotmail.com,,,,
roland,2026-09-06,roland-96252c3fed,DIGISOM ELETRÔNICA LTDA,RS,Porto Alegre,,"Rua São Nicolau, 1093 - Bairro Santa Maria Goretti - Porto Alegre - RS",91030-230,5133438142,digisompoa@gmail.com,,,,
roland,2026-09-06,roland-67eb909a62,CMM ELETRÔNICA,SC,Balneário Camboriú,,"Rua 990 (novecentos e noventa), 390 - Sala 1, Edifício JS, centro.",88330-572,4733676768,cmmeletronica1995@gmail.com,,,,
roland,2026-09-06,roland-9e1d0a2500,VIDEOVOX ELETRONICA E INFORMATICA LTDA,SC,Criciúma,,"Rua João Pessoa, N° 711 CENTRO – Criciúma (48)9 9663-9267 (48)9 9973-7065",88801-530,4834333088,videovoxeletronica@hotmail.com,,,,
roland,2026-09-06,roland-f207f4b4c0,ELETRÔNICA ALFA,SC,Itajaí,,"Rua Gaspar, 237 - São Judas",88303-320,4733491716,eletronicaalfa1@hotmail.com,,,,
roland,2026-09-06,roland-497684fd5f,JL AUDIO MANUTENÇÃO ELETRÔNICA,SC,Joinville,,"Rua Doutor Placido Olimpo de Oliveira, 750 - Bucarein",89202-450,4734231287,contato@jlaudioeletronica.com.br,,,,
roland,2026-09-06,roland-1554108b1e,EV2 ELETROELETRÔNICA LTDA - DIGISOM SC,SC,São José,,"Rua Ana Orlandina Maciel, 251 - Centro",88103-120,4832254347|48988552892,ev2.service.sc@gmail.com,,,,
roland,2026-09-06,roland-76f5fd1db2,ELETRÔNICA NACIONAL,SE,Aracajú,,"Rua Carlos Correia, 569 - Siqueira Campos",49075-160,7932144789,eric@eletronicanacional.com.br,https://www.eletronicanacional.com.br,,,
roland,2026-09-06,roland-96b13059ac,DIGITAL ÁUDIO MUSIC,SP,Campinas,,"Rua Orlando Carpino, 65 - Chapadão",13070-143,1935794520,contato@digitalaudiomusic.com.br,https://www.digitalaudiomusic.com.br,,,
roland,2026-09-06,roland-f6d6009fe9,AUDIO MACHINE,SP,Itapevi,,"R Benedito Dias Siqueira, Nº170 Jardim Da Rainha - Itapevi",06656-540,11971021351,,,,,
roland,2026-09-06,roland-9792618c19,FELTRONIC,SP,Jaú,,Rua Doutor Ítalo Peccioli - Jd. Ferreira Dias,17209-690,1436227347,feltronic@feltronic.com.br,https://www.feltronic.com.br,,,
roland,2026-09-06,roland-d9569aafef,ELETRÔNICA SAI LTDA,SP,Jundiaí,,"R. Bom Jesus de Pirapora, 1640 - Bonfiglioli » site",13207-661,1145875176|11950760063,eletronica@eletronicasai.com.br,,,,
roland,2026-09-06,roland-8b68e290d0,MATUSA SERVICE CENTER,SP,Lapa,,"Endereço: R Guaricanga, 493, Lapa – São Paulo",05075-030,1136664593,amplificadoresmatusa@gmail.com,,,,
roland,2026-09-06,roland-4201085b06,MUSITEC,SP,Mogi das Cruzes,,"Rua Barão de Jaceguai, 509 - Andar 8 Sala 82 Centro",08710-165,1147913867,musictecmogi@uol.com.br,https://www.musictec.com.br,,,
roland,2026-09-06,roland-2ee7299508,MATUSA SERVICE CENTER,SP,Pinheiros,,Endereço: Teodoro Sampaio 763 Loja 10 - Pinheiros - São Paulo - SP,05405-050,1133846385,amplificadoresmatusa@gmail.com,,,,
roland,2026-09-06,roland-36fc06e878,ESTAÇÃO ACÚSTICA STUDIO,SP,Praia Grande,,Rua Plínio Salgado nº49 - Tude Bastos - Praia Grande -SP,11724-060,1333029000,gerente.acustica@outlook.com.br,,,,
roland,2026-09-06,roland-c8cb2931a0,ELETRÔNICA GILDA,SP,Santo André,,"Av. Higienópolis, 236 - Vila Gilda",09190-360,1149901555,eletronicagilda@gmail.com,,,,
roland,2026-09-06,roland-27d43c9436,PRO ÁUDIO - GUILHERME WERNECK REGINA ME,SP,São Bernardo do Campo,,"Rua Vinte e um de Abril, 416 - Rudge Ramos » site",09625-040,1141773550,proaudyo@gmail.com,,,,
roland,2026-09-06,roland-1319ed761a,HOME PRIME ELETRÔNICA,SP,São Paulo,,"Calçada das margaridas, 306 - Alphaville",06453-038,1141917420,contato@homeprimeeletronica.com.br,,,,
roland,2026-09-06,roland-0846546f33,M & A MUSICA LTDA,SP,São Paulo,,"Rua Tamandare, Nº1348 - Campos Eliseos - Ribeirão Preto",14085-070,1639791760,meatecnologiaemusica@gmail.com,,,,
roland,2026-09-06,roland-2e2aa1d710,TECMUSIC SERVIÇOS EM APARELHOS ELETRÔNICOS ME,SP,São Paulo,,"Rua Lacedemônia, 88 – Jardim Aeroporto (Zona Sul) » site",04634-020,1150313472,service@tecmusic.com.br,,,,
roland,2026-09-06,roland-be8433c847,TG ELETRÔNICA,SP,São Paulo,,"Rua Toledo Barbosa, 601 - Belém » site",03061-000,1122915038,tgeletronica@terra.com.br,,,,
roland,2026-09-06,roland-9640eba395,VSA - ASSISTÊNCIA TÉCNICA,SP,São Paulo,,"R. Saguairu, 1106 - Casa Verde » site",02514-000,1138577442,atendimento@vsatec.com,,,,
roland,2026-09-06,roland-41c0cd76d3,HITEC ÁUDIO SERVICE,SP,Taubaté,,"Av. Juscelino Kubitscheck de Oliveira, 238 – Jardim Eulália (Centro) » site",12010-600,1236321127|1236293297,contato@hitecaudio.com.br,,,,
roland,2026-09-06,roland-576928cda8,GIGANTEL ELETRÔNICA & TELECOMUNICAÇÕES,TO,Aragaína,,"Av. Tocantins, 727 - Setor Central",77818-550,63984711137,marcilene.gigantel@bol.com.br,,,,
sonotec,2026-09-06,sonotec-fdccfe9ead,FR Luthieria,AC,Rio Branco,,"Avenida Nações Unidas, 918 - Bosque",,68999373343,feliperocha.guitar@gmail.com,,,,
sonotec,2026-09-06,sonotec-1a8347023b,Luthier Marcio Costa,AM,Manaus,,"Rua Monsenhor Coutinho, 267 - Centro",,92991471931|92982384753,luthiermarcio@yahoo.com.br,,,,
sonotec,2026-09-06,sonotec-3306ad8899,Elinelson Almeida - Luthier,AP,Macapá,,"Av. Teresa Maciel Tavares, 212 - Muca",,9691119294,nelson_barone@hotmail.com,,,,
sonotec,2026-09-06,sonotec-299843868e,DF Eletrônica e Luthieria,BA,Alagoinhas,,"R. Santo Antônio, 04 - Teresópolis",,7531814947,df.eletronica2@gmail.com,,,,
sonotec,2026-09-06,sonotec-d8c6196154,AM Custom (Luthier),BA,Salvador,,Avenida Dorival Caymmi 14307 - Bahia Shopping sala 107/108 - Itapuã,,71994108573,am_custom@outlook.com,,,,
sonotec,2026-09-06,sonotec-8d6c7662ed,Rocha Luthieria,BA,Santo Antônio de Jesus,,"Rua Conselheiro Urcisino Pinto de Queiroz, 74 B, Andar 1 - Centro",,75998378708,alexmatos@hotmail.com,,,,
sonotec,2026-09-06,sonotec-beff3d0c1a,Admilson Luthier,CE,Cascavel,,"R. Siqueira Campo, 2236 - Country",,4530372153,mi.f.barbosa@hotmail.com,,,,
sonotec,2026-09-06,sonotec-bb6871fecd,Luteria Assis e Leiliane,CE,Fortaleza,,"Rua Pedro Pereira, 1378 - Centro",,85992692230,assisgroove@hotmail.com,,,,
sonotec,2026-09-06,sonotec-155f578e90,Luthitec,CE,Fortaleza,,"Rua Senador Pompeu, 1265 - Centro",,8530161123,luthitec@gmail.com,,,,
sonotec,2026-09-06,sonotec-d2b0949cf8,Shekinah Music (Áudio e Eletrônicos),CE,Fortaleza,,"Rua Pedro Pereira, 753 - Centro",,8530237693|8585212491,shekinahml2023@hotmail.com,,,,
sonotec,2026-09-06,sonotec-ce3ec2f925,SO Máquinas,CE,Fortaleza,,"Rua Liberato Barroso,793 - Centro",,8532315774,marcialima793@gmail.com,,,,
sonotec,2026-09-06,sonotec-161171d9ad,DSom Luthieria,DF,Brasília,,"Ed CSB 5 lote 4, 1106 - Apto 1106 Edifício Tainah Bairro Taguatinga Sul Responsável: Dhiego Rhuan",,61991284809,contato.dsom@gmail.com,,,,
sonotec,2026-09-06,sonotec-025c4118cc,Ronan Braga Luthieria,DF,Brasília,,"Q QND 27, S/N, LOTE 05 - SALA 205 - Taguatinga Norte",,6135857329,ronan.braga.vendas@gmail.com,,,,
sonotec,2026-09-06,sonotec-1df6455ea7,R R Custom (Luthieria),ES,Serra,,"Avenida Eucalipto, 116 - Vista Da Serra II Responsável: Ronyvaldo Fernandes",,2732517153|27998714351,ronyvaldo@ymail.com,,,,
sonotec,2026-09-06,sonotec-3b4a9deeea,Vector Luthieria,ES,Serra,,"Rua Casimiro de Abreu, 310 - Loja 01 - Parque Residencial Laranjeiras",,27998292091,vectorluthieria@gmail.com,,,,
sonotec,2026-09-06,sonotec-3946e3119a,Consertec Eletro-Eletrônica (Áudio e Microfone),ES,Vitória,,"Av. Manoel Marques, 162 - Loja 1 - 1 e 2 Andar - São Cristovão 3207-2262",,2733175962,consertec_@hotmail.com,,,,
sonotec,2026-09-06,sonotec-e602be193d,Sharcolor Eletrônica (Áudio e Microfone),ES,Vitória,,"Av. Marechal Mascarenhas De Moraes, 2577 - Bento Ferreira",,2733243931|27988800231,sharcolor@uol.com.br,,,,
sonotec,2026-09-06,sonotec-9f8ac763fe,Vercin Instrumentos (Luthieria),ES,Vitória,,"Rua Fortunato Ramos, 400 - Santa Lucia",,27996231537,vercin.assistencia@gmail.com,,,,
sonotec,2026-09-06,sonotec-f1dd0be7f1,Eletrônica Master Som (Áudio e Microfone),GO,Goiânia,,"Av. Mangalo, S/N QD 22 Lote 02 Casa 02 - Setor Morada do Sol 985267194",35171-400,6235171400,eletronicamastersom@hotmail.com,,,,
sonotec,2026-09-06,sonotec-602a0322da,Gyn Guitar Tech Luthieria,GO,Goiânia,,"Rua Rio Verde, 1297 - Setor Campinas",,6232935956,gynguitartech@gmail.com,,,,
sonotec,2026-09-06,sonotec-286f368ed2,Harmonia Assistência (Luthieria),GO,Goiânia,,"Rua 8, 616 Quadra 11 Lote 78 - Setor Central",,6236389800|62985352345,harmoniaoficina@gmail.com,,,,
sonotec,2026-09-06,sonotec-3c522b1975,S.O.S Light Manutenção e Reparos (Áudio e Microfones),GO,Goiânia,,"Alameda Guimarães Natal, 749 - Quadra 16, Lote 4, Casa 01",,6236423839|62983300100,soslighting@gmail.com,,,,
sonotec,2026-09-06,sonotec-713f5be864,Rodrigo Luthier,MA,São Luís,,"Rua Projetada, 444 - Cond. Solar das Hortênsias - Bloco h2 - Apto 207 - São Bernardo",,9832393514|98981827019,rodrigoluthieria@gmail.com,,,,
sonotec,2026-09-06,sonotec-653b720375,ACS Instrumentos Musicais (Luthieria),MG,Belo Horizonte,,"Rua Conselheiro Lafaiete, 31 - Floresta",,3132452858,guitarpointbh@gmail.com,,,,
sonotec,2026-09-06,sonotec-d3b3c21464,Musicalista Comercio e Serviços de Luthieria,MG,Belo Horizonte,,"Rua Padre Pedro Pinto, 2970, 1 e 2 Andar - Venda Nova",,3130215065|3130334851,compras@musicalista.com.br,,,,
sonotec,2026-09-06,sonotec-bad3c93712,Pernilongo Musical (Luthieria),MG,Belo Horizonte,,"Avenida Cristiano Machado, 640 - Sala 507 - Sagrada Família",,31988505395,guilhermeluthier@gmail.com,,,,
sonotec,2026-09-06,sonotec-5619c02c2a,Duetronica (Áudio e microfone),MG,Betim,,"Avenida Bandeirantes, 419 - Chácara",,3125721032,duetronica@gmail.com,,,,
sonotec,2026-09-06,sonotec-e994fac08f,Paulinho Luthier,MG,Betim,,"Av. Bandeirantes, 519 - Chácara",,31991134704,pirrik@hotmail.com,,,,
sonotec,2026-09-06,sonotec-5dc94c538a,Souzza Guitar Luthier,MG,Bom Despacho,,"Rua Cel. Gustavo Lopes Cancado, 237 fundos - Nossa Sra. de Fátima",,37999498413,scemstress@hotmail.com,,,,
sonotec,2026-09-06,sonotec-5ae5605e2e,Revisão Eletrônica (Áudio e Microfone),MG,Conselheiro Lafaiete,,"Rua Dom Silverio, 89",,31984947659|3139397659,andywillians89@gmail.com,,,,
sonotec,2026-09-06,sonotec-aaafa39e00,Eletrônica Gontijo (Áudio e Microfone),MG,Contagem,,"Av. Cantagalo, 165 - Novo Riacho",,3130114646,eletronicagontijo@gmail.com,,,,
sonotec,2026-09-06,sonotec-cc4f328247,Retoque Shop Guitar (Luthieria),MG,Governador Valadares,,"Av. Afonso Pena, 3212 - Centro",,3398004533,retoqueconsertosgv@hotmail.com,,,,
sonotec,2026-09-06,sonotec-dd4a6dd978,Tiago Eletrônica (Áudio e Microfones),MG,Governador Valadares,,"Rua Cento e Quatro, 98 - Azteca",,33999976086,tiagofrancisco2550@gmail.com,,,,
sonotec,2026-09-06,sonotec-c4b9afd198,Luthier Flowers,MG,Pará de Minas,,"Av. Alano Melgaco, 686 Fundos - Centro 99917-8041",,3732326473,denio_josedasilva@yahoo.com.br,,,,
sonotec,2026-09-06,sonotec-e53b1d3fe1,Ebrom Luthier,MG,Patos de Minas,,"Rua Maranhão, 556 - Lagoa Grande",,34996928124,alexebrom@yahoo.com.br,,,,
sonotec,2026-09-06,sonotec-3db93df1dd,Eletrônica Infinity (Áudio e Microfones),MG,Santa Luzia,,"Avenida Ásia, 323 - Baronesa São Benedito",,31984407713,titoim.labo.more@gmail.com,,,,
sonotec,2026-09-06,sonotec-8b00383bca,Walter Luthier,MG,São João del Rei,,"Rua Batista Andrade, 52 - Sao Geraldo",,32988371602|32984043138,waltinholuthier@gmail.com,,,,
sonotec,2026-09-06,sonotec-c4f0b2a9f2,Audio Eletrônica (Áudio e Microfone),MG,Sete Lagoas,,"Avenida Antônio Olinto, 786 - Centro",,3137716217|31982597516,robsonaguiarx@hotmail.com,,,,
sonotec,2026-09-06,sonotec-b3f8c3d158,Walter Luthier,MG,Tabuleiro,,"Praca Coronel Joao Floriano, 116 - Centro",,32988371602|32984043138,waltinholuthier@gmail.com,,,,
sonotec,2026-09-06,sonotec-2c1f6c24d4,Equip Center (Áudio e Microfone),MG,Uberaba,,"Rua Teófilo Otoni, 185 - São Benedito",,3433160846,equipcenter@equipcenter.tv,,,,
sonotec,2026-09-06,sonotec-4b49a16b50,LP Luthieria,MG,Uberlândia,,"Rua Octávio Antônio de Oliveira,167 - Nova Uberlândia",,34984136966,jpluthieria@gmail.com,,,,
sonotec,2026-09-06,sonotec-e002f10774,Eletrônica Vip,MS,Campo Grande,,"Rua Antônio Maria Coelho, 1966 - Centro",,6730252244|67992091085,vip_eletronica@hotmail.com,,,,
sonotec,2026-09-06,sonotec-e1700b4055,OC Luthieria,MS,Campo Grande,,"Rua Americo Brasiliense, 1881 - Santo Amaro",,6733629970|67984119515,ocluthieria@yahoo.com.br,,,,
sonotec,2026-09-06,sonotec-d573f62224,Siatec Eletrônica (Áudio e Microfone),MS,Campo Grande,,"Rua Iemem, 363 - Residencial Mario Covas",,6733494932|6733871203|67999505569,siatec.eletronica@uol.com.br,,,,
sonotec,2026-09-06,sonotec-93d476fdb5,Eletrônica Central Técnica,MT,Cuiabá,,"Rua Cândido Mariano, 18 - Centro Norte",,6533594900,centraltecnicamt@gmail.com,,,,
sonotec,2026-09-06,sonotec-9988736ccd,Wake Up Luthieria,PA,Parauapebas,,"Rua A, 584 Entre as ruas 9 e 10 - Cidade Nova",,94981256274|9433462104,wakeupmusic.adm@gmail.com,,,,
sonotec,2026-09-06,sonotec-748f8c07d2,Ferreira Luthier,PA,Tucuruí,,"R Sao Joao, 217 - Goes Calmont 9148-1631",,9481439190,adrianoluthier@bol.com.br,,,,
sonotec,2026-09-06,sonotec-b9b98eb07c,MD Studio (Luthieria),PE,Caruaru,,"Rua Vidal de Negreiros, 17 - Nossa Senhora das Dores",,81981887862,mdedinho@hotmail.com,,,,
sonotec,2026-09-06,sonotec-98faf18768,Universo da Corda Luthieria,PE,Palmares,,"R. Antonio Meira da Silva, 99 - Nova Palmares",,81996978224,universodascordas@gmail.com,,,,
sonotec,2026-09-06,sonotec-a546b1fa60,Sound Master Assistência Técnica (Áudio e Microfone),PE,Recife,,"R. Marques do Herval, 166 - Santo Antônio 98333-8687",,8132246843,ingrid.mike@hotmail.com,,,,
sonotec,2026-09-06,sonotec-cf43ffe68c,Sound Fix (Áudio e Microfone),PI,Teresina,,"Rua General João Henrique Gaioso, nº 11, Quadra 41 casa 11 - Saci",,86999779768|86994751160,soundfix17@gmail.com,,,,
sonotec,2026-09-06,sonotec-db4ec79d52,A F Barbosa Luthieria,PR,Cascavel,,"Rua Siqueira Campos, 2236 - São Cristóvão - Casa 2",,45998023516,contato@miluthieria.com,,,,
sonotec,2026-09-06,sonotec-40a53eb425,C H S PAULO LTDA – MULTSOM (Luthieria),PR,Cianorte,,"Avenida Maranhão, 42 - Letra B - Zona 01",,44999351204|4433519324,henriquecelsocia@hotmail.com,,,,
sonotec,2026-09-06,sonotec-ef877406ae,Clave De Som (Áudio e Microfone),PR,Curitiba,,"Rua Itajubá, 465 - Portão",,4133338620|41988885391,contato@claveassistencia.com.br,,,,
sonotec,2026-09-06,sonotec-22cc6cae1e,Eletrônica Tecnoshop (Áudio e Microfone),PR,Londrina,,"R. Guaporé, 167 - Sala 1-2 - Centro",,4333245233|4330275233,tecnoshoplondrina@gmail.com,,,,
sonotec,2026-09-06,sonotec-f9bed264ce,Corrado Store Luthieria,PR,Maringá,,"Avenida Pedro Taques, 1388 - Jardim Alvorada",,44999807893,vinicius@corrado.com.br,,,,
sonotec,2026-09-06,sonotec-9f3107a11f,Kiko Zubek Consertos e Manutenções (Luthieria),PR,Ponta Grossa,,"Rua Rio de Janeiro, 752 - Nova Russia",,42999459862,kikozubek@hotmail.com,,,,
sonotec,2026-09-06,sonotec-5a984b6d21,Gabriel Carvalho Luthieria,PR,Santo Antônio da Platina,,"Rua José Joaquim Magalhães, 146 - Jardim São Pedro",,4335340143,gabriel_baixista@hotmail.com,,,,
sonotec,2026-09-06,sonotec-10d8bcc2fd,Edson Luiz Goettems (Luthieria),PR,Toledo,,"Rua Suécia, 282 - Jardim Porto Alegre",,4599653078,edson.luthier.altoalegre@hotmail.com,,,,
sonotec,2026-09-06,sonotec-affaabfc73,Luthier Pro,PR,Umuarama,,"R. Desembargador Lauro Lopes, 4291 Sala 08",,44999921617,luthierpro@hotmail.com,,,,
sonotec,2026-09-06,sonotec-788d53bbff,Oficina do Músico (Luthieria),RJ,Belford Roxo,,"Travessa Sa Rego, 453 - Andrade de Araujo",,2126672659|21985592625,oficinadomusico.rj@gmail.com,,,,
sonotec,2026-09-06,sonotec-9ddff15cbb,Bastos Luthieria,RJ,Duque de Caxias,,"Rua Almirante Barroso, 80 – Andar 6, sala 602 - Jardim Vinte e Cinco de Agosto",,21981414918,wesleybluthier@outlook.com,,,,
sonotec,2026-09-06,sonotec-4d54818ae6,Paulo Renato Bussad Meireles (Luthieria),RJ,Itaperuna,,"Rua João Godinho Teixeira, 04 - Cidade Nova",,22999744343,bussadluthieria@gmail.com,,,,
sonotec,2026-09-06,sonotec-741521d814,Mega Som de Friburgo Eletrônica (Áudio e Microfone),RJ,Nova Friburgo,,"R. Mac Niven, 04 Loja B - Centro",,2225228547,megasomfri@gmail.com,,,,
sonotec,2026-09-06,sonotec-18e7bfba15,Eletrônica Play Power Ltda (Áudio e Microfone),RJ,Rio de Janeiro,,"R. Regente Feijó, 52 - Pv 1 Sala 102 - Centro",,2139701744|21997565941,nelson.mgomes@hotmail.com,,,,
sonotec,2026-09-06,sonotec-3817edf964,Garcia Consertos De Violões Ltda (Luthieria),RJ,Rio de Janeiro,,"R. Dos Inválidos, 19 - Centro",,2122524191,lindomarluthier@hotmail.com,,,,
sonotec,2026-09-06,sonotec-1f8e8b2ff9,KDias Luthieria,RJ,Rio de Janeiro,,"Estrada dos Bandeirantes, 22774 Loja A - Vargem Pequena",,21985151593|21981715230,klgdiaz@gmail.com,,,,
sonotec,2026-09-06,sonotec-53b35a7563,Tec-Audio Eletrônica (Áudio e Microfone),RJ,Rio de Janeiro,,"Av. Antares, 1844 - Loja 3 - Santa Cruz",,21970458433,tecaudioeletronica@gmail.com,,,,
sonotec,2026-09-06,sonotec-533d0d07f2,Terra Áudio Eletrônicos (Áudio e Microfone),RJ,Volta Redonda,,"R. Martins Fontes, 74 - Jardim Amalia 98117-8008",,2433425191,terraaudio@hotmail.com,,,,
sonotec,2026-09-06,sonotec-514dac5dee,Luthier Center,RN,Mossoró,,"Rua Alexandre Baraúna, 32 - Portal do Oeste - Paredões",,84991669646,luthieria.center@hotmail.com,,,,
sonotec,2026-09-06,sonotec-e13fc194ad,Coelho Serviços de Áudio e Eletrônica,RN,Natal,,"Rua Presidente José Bento, 577C - Alecrim",,84987516194,coelhoservaudio@gmail.com,,,,
sonotec,2026-09-06,sonotec-548492cb4e,Sandro Luthier,RN,Natal,,"Rua dos Paianazes, 1473 B - Alecrim 98874-0137",,8433220072,lsluthieria@hotmail.com,,,,
sonotec,2026-09-06,sonotec-a13c9b4e11,Glayton Oliveira Luthier,RO,Ji-Paraná,,"Rua Amapá, 767 - São Francisco",,69992085732,glayton71991@hotmail.com,,,,
sonotec,2026-09-06,sonotec-e983bbd8fc,Colares Comercio e Serviços (Áudio e Microfone),RO,Porto Velho,,"R. João Goulart, 2061 - São Cristovão 99232-8699",,6932236873,tec.maq.pvh@hotmail.com,,,,
sonotec,2026-09-06,sonotec-3b45b6bae8,LF Luthier,RS,Alto Feliz,,"Rua Julio de Castilhos, 949 - APTO 04",,51995563130,leaandro-guapa@live.com,,,,
sonotec,2026-09-06,sonotec-804afa619c,Thiago Cabral Luthier,RS,Alvorada,,"Rua Marechal Humberto de Alencar Castelo Branco, 1025 - Aparecida",,51992149512,tcabralluthier@gmail.com,,,,
sonotec,2026-09-06,sonotec-8836b3d48b,Andrio Rafael Luthier,RS,Campo Bom,,"R. Washington Luiz, 417 - Santa Lucia",,51998982054,diasnayanna@gmail.com,,,,
sonotec,2026-09-06,sonotec-4c6f679a90,André Fernando Luthieria,RS,Novo Hamburgo,,"Rua Vinte e Cinco de Julho, 292 - Rio Branco",,51991161252|5135867241,andrefwentz@gmail.com,,,,
sonotec,2026-09-06,sonotec-0a3f88503b,Paulo Ricardo Victoria Luthier,RS,Pelotas,,"Rua Soledade, 5572 - Laranjal",,54984165969|54999878596,paulooliveira32692@gmail.com,,,,
sonotec,2026-09-06,sonotec-8faa134e30,Bills Rock Guitar Tech (Lutheria),RS,Porto Alegre,,"Av. Alberto Bins, 550 - Loja 02 - Centro Histórico",,51999135939|5130228859,billmatte@gmail.com,,,,
sonotec,2026-09-06,sonotec-5cf8d05c44,Digisom Eletrônica (Áudio e Microfone),RS,Porto Alegre,,"Rua São Nicolau, 1093 - Santa Maria Goretti",,5133438142|51991419023,digisompoa@gmail.com,,,,
sonotec,2026-09-06,sonotec-97a63d45d4,Eletrônica Roquilo (Áudio e Microfone),RS,Porto Alegre,,"Av. Alberto Bins, 308 Conj 20 - Centro",,5132214997,eletronicaroquilo@hotmail.com,,,,
sonotec,2026-09-06,sonotec-4ecc0492b1,GTR Eletrônica (Áudio e Microfone),RS,Porto Alegre,,"Av. Voluntário da Pátria, 595 - Loja 13 - Centro Historico 9195-8066",,5132255845,gtreletronica@hotmail.com,,,,
sonotec,2026-09-06,sonotec-cf0a6e3107,Rocker Guitar Tech (Luthieria),RS,Porto Alegre,,"Rua Benjamin Flores, 57 - Independente - School of Rock Luthieria",,51982715537,rockerguitartech@gmail.com,,,,
sonotec,2026-09-06,sonotec-aef2981245,José Luthier,SC,Blumenau,,"Rua Alberto Puhler, 281 - Sala - Progresso",,47988213190,joseluthier281@gmail.com,,,,
sonotec,2026-09-06,sonotec-9178d0e7d6,Princess Sophie Luthery,SC,Chapecó,,"Rua Sarandi, 564 - Letra D - Passo dos Fortes",,49988668030,andersoabreu@gmail.com,,,,
sonotec,2026-09-06,sonotec-ee15f31be1,Eletrônica Oficina do Som (Áudio e Microfone),SC,Florianópolis,,"Rod. João Gualberto Soares, 1570 - Ingleses do Rio Vermelho Fixo e WhatsApp",,4832094070,assistencia@oficinadosomsc.com.br,,,,
sonotec,2026-09-06,sonotec-7f9d6e1444,Carlos J. Polvani (Luthieria),SC,Joinville,,"R. Aracaju, 575 - Saguaçu",,4799941800,polvani@hotmail.com,,,,
sonotec,2026-09-06,sonotec-9f06638e27,Eletrônica SCR (Áudio e Microfone),SC,São José,,"R. Progresso, 790 - Ed. Evanir Jorgina Pereira - Sala 1 - Areias 99612-9939",,4830472664,eletronica.scr@hotmail.com,,,,
sonotec,2026-09-06,sonotec-112daa9183,Luthier Silveira,SC,São José,,"R. Joao Manoel Da Silva, 1722 - Areias",,4896588175|4832468215,luthiersilveira@gmail.com,,,,
sonotec,2026-09-06,sonotec-5e66690c2f,João Oliveira - Eletromusic (Áudio e Microfone),SE,Aracaju,,"Rua Lourival Chagas, 465 - Grageru",,79999928181,j.eletromusic@gmail.com,,,,
sonotec,2026-09-06,sonotec-99a26135f3,Eletrônica Morelli (Áudio e Microfone),SP,Americana,,"Av. Campos Sales, 382 - Vila Jones 99148-0203",,1936456190,eletronicamorelli@hotmail.com,,,,
sonotec,2026-09-06,sonotec-339f42b4de,Scorpion Assistência Técnica (Luthieria),SP,Araçatuba,,"Av. Governador Mario Covas, 3762 - Jd America",,1833057115,scorpionassistenciatecnica@hotmail.com,,,,
sonotec,2026-09-06,sonotec-61383eb0b7,Fábio Augusto Pires (Luthieria),SP,Artur Nogueira,,"Rua Ademar de Barros, 809 - Piso 2 - Centro",,19992828553,fabiopires3@gmail.com,,,,
sonotec,2026-09-06,sonotec-eeea198966,Madeira Prima Luthieria,SP,Barretos,,"Avenida 41, 225 - Centro",,17981453212,madeiraprimaluthieria@gmail.com,,,,
sonotec,2026-09-06,sonotec-2c8145f2ea,Alexandre Luthier,SP,Bertioga,,"Rua João Ramalho, 1354 - Centro",,13997250552,xand.santos76@gmail.com,,,,
sonotec,2026-09-06,sonotec-1cada81616,Enge Áudio Tecnologia,SP,Caçapava,,"Praça Dr. Pedro de Toledo, 20 - Centro",,12981346971,projetos@engeaudio.com.br,,,,
sonotec,2026-09-06,sonotec-7d1e62e54f,Support Lab Áudio e Vídeo (Áudio e Microfone),SP,Campinas,,"R. Doutora Silva Ferreira de Barros, 53 Jd. Dom Vieira",,1940421082|19992039966,contato@analisea.com.br,,,,
sonotec,2026-09-06,sonotec-020470f65b,Madeira Prima Luthieria,SP,Catanduva,,"Rua Amazonas, 930 - Centro (Galeria Handmode)",,17981453212,madeiraprima@hotmail.com,,,,
sonotec,2026-09-06,sonotec-e2c5d3e7c6,Perfeisom Eletrônica (Áudio e Microfone),SP,Fernandópolis,,"Avenida Libero de Almeida Silvares, 2578 - Coester",,1734424054,perfeisom.eletronica1@gmail.com,,,,
sonotec,2026-09-06,sonotec-b250e52712,Geraldo Majela Lemos (Luthieria),SP,Franca,,"Rua das Begônias, 1160 - Jardim Florida",,16981148701,idalinaalveslemos@gmail.com,,,,
